date,compound,volume,BTC,Rf,BTC_volume,BTC_dev,BITSI,BITSI_dev,cRf,predictions
2019-11-07,140.8886,2507,9267.5615234375,1.00004328767,22700383839.0,-47.403878348213766,140.8886,-32.963257142857145,1.000042950179708,2819281.4134146213
2019-11-08,155.7821,2979,8804.880859375,1.00004328767,24333037836.0,-444.90973772321377,155.7821,-11.28328571428571,1.000042950179708,1156026.2312097969
2019-11-09,182.3841,2264,8813.58203125,1.00004328767,17578630606.0,-363.1891741071431,182.3841,14.736242857142829,1.000042950179708,1060940.4418263417
2019-11-10,142.0315,2391,9055.5263671875,1.00004328767,20587919881.0,-95.55510602678623,142.0315,-18.580414285714284,1.000042950179708,1063429.1991107494
2019-11-11,162.6721,2576,8757.7880859375,1.00004328767,20265510765.0,-299.7470703125,162.6721,2.746799999999979,1.000042950179708,986428.4713890734
2019-11-12,220.5699,2796,8815.662109375,1.00004328767,20309769107.0,-166.60658482142935,220.5699,55.5589,1.000042950179708,1006839.4248862003
2019-11-13,218.5675,2677,8808.2626953125,1.0000430137,17545755405.0,-95.06068638392937,218.5675,43.8681,1.0000426804462792,989214.291651737
2019-11-14,178.7668,2670,8708.0947265625,1.00004246575,19084739975.0,-115.30482700892937,178.7668,-1.343771428571415,1.0000421408901143,967138.6500930788
2019-11-15,200.0216,2836,8491.9921875,1.00004219178,21796856471.0,-286.708984375,200.0216,13.59110000000004,1.0000418710772148,965905.3014323597
2019-11-16,147.434,2368,8550.7607421875,1.00004219178,16495389808.0,-190.39453125,147.434,-34.00362857142858,1.0000418710772148,1003701.879675555
2019-11-17,149.5143,2303,8577.9755859375,1.00004219178,18668638897.0,-94.95814732142937,149.5143,-32.9923,1.0000418710772148,992412.78201641
2019-11-18,160.9636,2631,8309.2861328125,1.00004219178,21579470673.0,-299.5758928571431,160.9636,-21.298928571428576,1.0000418710772148,968746.9412140592
2019-11-19,188.0825,2758,8206.1455078125,1.00004219178,21083613816.0,-315.6427176339293,188.0825,10.461028571428583,1.0000418710772148,1006762.4889024098
2019-11-20,119.0714,2517,8027.26806640625,1.00004219178,20764300437.0,-382.9494977678569,119.0714,-44.33634285714287,1.0000418710772148,1027154.729153642
2019-11-21,128.7318,3268,7642.75,1.00004246575,22514243371.0,-615.2754603794638,128.7318,-27.52808571428571,1.0000421408901143,1053228.6201049266
2019-11-22,141.0107,3681,7296.57763671875,1.00004273973,34242315785.0,-790.67431640625,141.0107,-6.819057142857105,1.0000424106863657,1179579.4758622947
2019-11-23,163.5369,2469,7397.796875,1.00004273973,21008924418.0,-524.7459542410716,163.5369,13.406728571428571,1.0000424106863657,1344972.9691922013
2019-11-24,145.9491,2617,7047.9169921875,1.00004273973,30433517289.0,-656.0460379464284,145.9491,-3.67175714285716,1.0000424106863657,1212487.21407298
2019-11-25,189.8447,3488,7146.1337890625,1.00004328767,42685231262.0,-391.6646205357147,189.8447,36.09797142857141,1.000042950179708,1228800.394973
2019-11-26,114.5735,2825,7218.37109375,1.00004356164,21129505542.0,-178.31668526785688,114.5735,-28.67194285714288,1.0000432198866573,1115901.5837272687
2019-11-27,202.4972,2846,7531.66357421875,1.00004383562,23991412764.0,205.77643694196468,202.4972,47.33378571428571,1.0000434895769754,1002961.6933214702
2019-11-28,110.2918,2338,7463.10595703125,1.00004383562,19050116751.0,162.88225446428532,110.2918,-42.23732857142858,1.0000434895769754,978545.5909279357
2019-11-29,191.9398,2436,7761.24365234375,1.00004383562,19709695456.0,394.6390904017853,191.9398,32.13508571428574,1.0000434895769754,970890.4212688473
2019-11-30,134.5449,2095,7569.6298828125,1.00004383562,17158194786.0,178.47774832589312,134.5449,-21.1181,1.0000434895769754,1027294.8000885185
2019-12-01,148.5108,2327,7424.29248046875,1.00004383562,18720708479.0,-20.62758091517844,148.5108,-7.51815714285712,1.0000434895769754,991475.9104838064
2019-12-02,152.3889,2509,7321.98828125,1.00004383562,17082040706.0,-148.05385044642844,152.3889,1.710771428571462,1.0000434895769754,959947.2936488905
2019-12-03,154.0948,2560,7320.1455078125,1.0000430137,14797485769.0,-164.43582589285688,154.0948,-2.229228571428564,1.0000426804462792,968764.5032478347
2019-12-04,176.4966,2553,7252.03466796875,1.00004273973,21664240918.0,-192.59967912946468,176.4966,23.886942857142884,1.0000424106863657,976121.3443068608
2019-12-05,136.6777,2359,7448.3076171875,1.00004273973,18816085231.0,5.787318638393117,136.6777,-19.701371428571434,1.0000424106863657,982559.5685213562
2019-12-06,124.241,2395,7546.99658203125,1.0000430137,18104466307.0,135.0830078125,124.241,-22.46681428571428,1.0000426804462792,962617.8514553951
2019-12-07,153.3045,2151,7556.23779296875,1.0000430137,15453520564.0,146.23737444196468,153.3045,3.9167428571428218,1.0000426804462792,961400.4113638953
2019-12-08,178.6877,2308,7564.34521484375,1.0000430137,15409908086.0,134.33726283482156,178.6877,24.988957142857146,1.0000426804462792,965005.6720898403
2019-12-09,163.3676,2321,7400.8994140625,1.00004273973,17872021272.0,-40.38155691964312,163.3676,8.100471428571439,1.0000424106863657,964062.7600298675
2019-12-10,159.0265,2412,7278.11962890625,1.00004273973,18249031195.0,-157.15764508928532,159.0265,3.0548428571428587,1.0000424106863657,958823.073496744
2019-12-11,228.6723,2284,7217.42724609375,1.00004246575,16350490689.0,-212.9061104910716,228.6723,65.24697142857144,1.0000421408901143,970633.1600378093
2019-12-12,191.2539,2284,7243.13427734375,1.00004246575,18927080224.0,-157.88860212053532,191.2539,20.03197142857141,1.0000421408901143,986518.0951761734
2019-12-13,193.4748,2260,7269.6845703125,1.00004219178,17125736940.0,-91.72230747767844,193.4748,12.362328571428575,1.0000418710772148,979426.0211965819
2019-12-14,204.8016,2123,7124.673828125,1.00004219178,17137029730.0,-175.0810546875,204.8016,16.332400000000007,1.0000418710772148,966226.0302333215
